basin_id,obs_start,obs_end,obs_duration_days,num_subperiods,obs_valid_hours,fault_count,fault_total_hours,fault_rate_pct,max_fault_hours,mean_fault_hours,median_fault_hours,p90_fault_hours,p95_fault_hours,p99_fault_hours,fault_lengths_hours
01100505,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,201,3688,2.438,42,18.35,23.0,23.0,23.0,28.0,2;1;2;16;23;23;23;23;23;23;23;9;7;23;23;23;23;23;23;23;23;23;23;23;23;23;23;17;8;23;23;23;23;23;23;9;19;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;6;4;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;17;9;23;7;7;23;23;23;23;23;23;23;23;23;14;5;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;17;2;21;23;23;23;23;23;23;23;19;11;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;16;1;1;1;1;1;1;28;1;1;1;42;10;6;1;1;1;1;4;2;1;1;6;30;1;1;1;1;1;1;1;1;1;1;1
01100561,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,77,3112,2.058,1487,40.42,2.0,53.0,105.2,866.84,1;5;4;15;4;8;2;1;1;1;2;5;2;3;2;105;22;106;1;4;2;11;1;2;2;4;8;8;98;2;2;1;1;1;2;1;9;1;1;1;1;1;2;1;1;163;19;3;91;1;2;2;35;1;1;2;1;6;1;3;7;8;7;6;9;7;80;23;1;671;1487;2;11;1;1;1;1
01100600,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,38,894,0.591,384,23.53,1.5,54.6,120.75,288.17,1;8;6;5;2;1;24;7;1;1;384;1;1;24;1;48;1;1;1;1;4;1;120;70;1;3;2;125;1;14;10;7;12;1;1;1;1;1
01100627,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,2,145527,134,1802,1.238,779,13.45,1.0,19.0,25.05,214.48,1;6;5;2;1;48;24;22;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;23;1;3;3;4;5;2;9;5;1;5;118;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;2;3;4;1;1;6;1;1;1;4;1;3;1;262;779;5;2;18;39;1;3;12;1;7;2;46;6;8;2;3;19;10;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;3;1;2;8;9;5;9;17;21;6;20;3;4;1;1;9;20;27;19;1
01101000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,295,7959,5.262,1559,26.98,5.0,23.0,48.6,443.6,2;4;2;1;1;1;1;1;3;1;4;1;2;1;1;5;1;1;1;3;1;3;2;2;4;2;2;2;1;1;194;21;23;23;23;23;23;23;23;23;8;3;3;3;2;4;3;14;23;23;23;23;20;2;8;3;3;3;2;3;3;3;7;2;3;3;3;3;3;2;3;7;3;3;2;4;3;3;3;3;2;3;3;3;3;3;2;3;7;3;6;1;1;5;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;6;21;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;4;3;3;3;3;2;4;18;22;23;23;23;23;23;23;23;6;31;1;1;1;1;2;4;4;8;4;1;1;1;1;1;1;2;7;1;96;4;2;7;1;2;2;2;2;3;4;4;1;48;2;5;2;1;1;7;1;2;4;1;2;3;3;4;1;1;1;5;2;1;1;1;1;1;1;1559;1;1;2;5;2;1;1;2;1;1;4;1;86;1;113;57;1;2;36;50;106;44;54;391;161;443;453;826;6;237;1;1;1;1;1;1
01101500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,230,3210,2.122,672,13.96,2.0,23.0,23.0,89.04,72;48;8;7;23;23;23;23;23;23;23;23;23;23;23;22;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;1;2;48;1;3;672;23;23;23;13;96;2;1;1;1;1;1;1;2;1;2;3;4;1;3;1;1;1;1;2;1;4;3;1;2;4;6;6;3;2;2;2;5;1;1;1;1;2;1;1;1;2;3;4;1;1;1;2;3;1;2;2;1;1;5;1;3;1;2;2;2;1;1;1;1;5;1;2;1;2;4;1;3;5;3;1;2;3;10;1;1;1;1;9;2;8;6;2;2;3;5;1;2;1;1;1;1;1;1;1;1;2;1;1;3;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;447;1;1;1
01103280,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,117,1310,0.866,480,11.2,1.0,9.0,28.0,159.12,14;9;8;3;3;99;1;16;16;1;166;123;3;4;3;4;4;9;3;14;8;5;8;13;1;1;1;102;2;1;2;4;2;1;1;1;1;1;1;2;1;2;2;76;1;480;1;2;1;1;1;1;5;6;3;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
01108000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,288,1275,0.843,197,4.43,1.0,6.3,17.3,96.17,22;19;19;18;1;1;197;104;5;20;2;1;10;12;11;4;8;2;2;4;7;18;7;1;8;1;1;5;11;11;1;5;5;5;10;6;6;4;8;13;4;95;1;2;16;1;1;1;1;1;1;1;1;1;1;1;1;1;40;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;48;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;44;1;1;1;1;2;3;1;1;1;1;1;1;1;33;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;118;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;2;1;1;1;1;1;1;1;7;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;6;20;1;1
01108410,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,230,6250,4.132,2124,27.17,2.0,13.1,22.55,677.83,1;2;2;3;2;2;1;1;2;1;1;1;1;4;4;4;1;15;12;7;4;7;2;2;1;4;2;3;1;1;11;6;2;4;5;1;6;1;6;1;3;1;1;4;10;35;6;7;1;4;3;1;1;2;1;2;3;3;1;1;2;4;6;1;3;1;1;1;1;11;1;7;2;1;2;2;3;2;1;9;3;1;1;7;1;2;2;3;1;1;2;3;2;1;4;1;1;8;2;1;7;1;2;3;1;5;4;3;4;2;1;2;1;1;2;1;1;1;2;1;1;1;12;2;6;3;4;10;13;11;6;7;4;9;8;4;2;8;5;5;4;4;3;4;4;1;1;1;1;1;1;1;1;2124;1;1;1;14;20;6;10;17;18;15;359;29;10;18;1;1;1;1;1;1;1;1;1;3;1;1;1;699;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;1;3;6;6;15;10;20;23;102;1203;626;123;2;12;4;8;15;5;22;4;1;69;1;3;1;8;5;44
01109000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,52,402,0.266,178,7.73,1.0,10.0,23.6,118.84,1;3;4;1;1;4;1;1;4;1;4;1;14;1;6;20;5;1;10;1;1;1;1;1;1;3;10;1;1;4;1;1;2;1;3;1;1;2;2;1;1;3;1;1;178;1;1;1;28;62;1;1
01109060,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,772,1023,0.676,75,1.33,1.0,2.0,2.0,6.0,2;2;1;1;1;1;1;3;1;11;2;9;15;75;5;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;3;1;1;2;1;1;1;1;3;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;2;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;6;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;3;1;2;1;2;1;2;1;2;2;1;1;1;4;2;2;1;1;1;1;1;2;1;2;1;1;1;5;1;2;1;1;1;2;1;3;2;1;4;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1;2;1;1;1;1;1;2;1;1;2;1;1;1;1;2;5;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;2;1;1;2;2;1;7;1;2;2;1;2;1;2;1;1;2;2;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;3;1;4;1;10;9;2;1;6
01109070,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,64,3256,2.153,1331,50.88,3.0,36.8,94.0,1285.01,2;1;2;2;1;2;1;1;2;43;12;12;38;1;11;11;15;7;7;17;2;5;5;105;34;3;77;1;1;1;13;13;97;1;1;3;4;1;1;2;5;10;10;4;1331;1;1;9;17;8;1;1;1;1;1258;1;1;2;1;9;2;1;11;12
01109403,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,215,1693,1.119,599,7.87,1.0,4.0,8.8,173.12,1;1;4;4;2;1;2;1;1;1;2;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3;1;13;2;1;1;1;1;1;1;1;1;1;2;3;1;1;28;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;2;33;7;4;1;1;1;1;1;1;1;6;3;281;1;1;1;5;1;2;1;3;1;13;1;1;1;1;1;1;1;1;1;2;5;2;5;19;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;94;1;1;2;1;1;1;2;2;1;2;1;1;1;1;1;1;69;599;2;81;186
01109730,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,96,900,0.595,216,9.38,1.5,18.0,37.75,124.8,1;3;1;2;1;3;1;1;1;1;2;1;1;7;1;2;3;1;3;3;1;2;3;3;1;1;2;1;1;4;1;1;1;2;1;2;1;1;1;4;2;1;1;1;2;1;3;1;2;1;1;1;1;1;1;1;96;1;120;1;1;1;2;3;4;1;216;1;2;1;3;72;1;1;5;1;4;3;20;2;3;1;11;17;36;12;19;16;5;40;20;37;11;14;1;1
01110000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,2,142483,28,580,0.407,168,20.71,1.0,79.2,105.75,152.61,4;96;1;1;1;1;72;168;1;1;5;1;1;1;2;1;5;2;23;111;1;22;1;1;1;1;11;44
01111212,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,161,1813,1.199,417,11.26,1.0,10.0,24.0,273.4,2;1;90;10;2;1;1;1;1;2;1;13;1;96;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;56;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;24;10;1;1;1;1;1;242;1;292;10;46;5;261;24;5;417;1;1;8;14;9;17;17;1;1;1
01111300,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,242,2059,1.361,160,8.51,1.0,19.8,57.55,106.54,1;46;1;1;75;58;73;1;1;93;1;109;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;1;5;8;1;34;1;1;5;20;8;1;1;4;1;97;160;1;2;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;132;2;1;1;1;1;1;1;1;1;1;1;1;2;64;1;1;1;1;9;23;8;103;1;103;24;6;3;6;10;2;3;3;3;3;49;26;10;24;1;1;1;6;32;10;9;90;4;76;7;8;29;8;1;16;8;18;14;1;23;18;16;44;6
01111500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,140,744,0.492,216,5.31,1.0,6.1,16.25,47.05,3;3;3;3;3;3;8;8;1;41;8;4;4;4;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;4;4;4;4;4;49;1;1;1;1;2;1;1;3;1;1;5;1;2;1;1;1;1;1;4;1;1;1;5;5;1;2;1;2;1;5;3;1;1;1;1;2;1;38;7;1;2;5;2;2;2;1;1;1;1;1;1;3;1;1;1;2;1;4;4;1;2;2;1;21;2;1;216;16;6;1;1;2;1;1;1;44;1;1;1;1;1;1;1;1;1;13;1;4;30;1;2;2;1;4;1;16;5;1;1
01115630,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,81,127,0.084,22,1.57,1.0,1.0,3.0,13.2,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;3;1;1;1;10;22;11;1;1;1;1;1
01117370,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,132,855,0.565,141,6.48,1.0,13.9,20.9,102.45,1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;3;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;4;1;1;1;83;6;13;1;12;1;104;17;1;1;3;1;17;1;4;1;1;6;19;10;2;1;1;1;1;1;1;1;1;22;28;1;1;1;15;11;11;1;1;1;1;1;1;3;1;1;1;1;1;141;2;1;1;1;4;14;17;2;1;1;1;1;1;1;6;7;1;1;1;1;1;1;35;3;6;1;5;1;99;20;1
01117468,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,52,184,0.122,43,3.54,1.0,7.0,12.35,30.25,43;4;2;2;2;1;3;1;1;2;1;2;4;2;2;7;2;10;1;1;2;11;4;1;14;1;1;1;4;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;18;1;1;1;1;5;7;1
01117800,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,262,1118,0.739,320,4.27,1.0,5.0,8.0,53.81,12;1;1;2;4;4;4;4;12;8;4;4;4;1;2;1;3;2;8;2;7;3;1;1;2;1;1;4;1;1;2;2;8;2;14;4;1;4;1;2;2;6;6;2;1;1;1;3;5;1;1;1;1;2;6;3;2;1;2;1;1;1;1;3;2;1;1;5;2;1;3;1;1;1;4;5;4;2;1;320;2;1;1;10;2;2;1;5;9;23;1;6;1;3;1;1;1;1;1;11;4;5;2;1;1;1;3;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;2;1;143;1;1;3;1;1;1;1;1;1;1;1;1;1;5;2;13;7;17;18;102;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
01118300,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,99,977,0.646,146,9.87,1.0,23.0,23.1,73.48,1;1;13;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;47;24;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;72;1;1;1;72;1;1;1;1;1;1;146;4
01119500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,239,8311,5.495,1050,34.77,1.0,51.4,214.8,812.14,96;120;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24;1;48;24;48;48;144;48;96;240;120;384;960;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;77;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1050;480;51;33;54;19;212;50;690;158;158;257;887;1;53;1;1;341;75;273;476;1;281;30;1
01121000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,53,6393,4.227,984,120.62,62.0,283.8,444.8,823.32,1;1;120;24;48;96;48;72;1;72;96;72;24;984;96;24;17;1;2;20;28;31;5;103;25;74;36;35;57;121;62;146;149;296;17;197;18;22;376;422;235;92;675;58;85;1;199;60;64;221;479;184;1
01122000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,63,409,0.27,120,6.49,1.0,24.0,24.0,75.36,1;1;1;1;1;1;24;1;1;24;1;1;1;1;1;1;1;24;1;1;1;1;1;1;1;1;24;1;1;1;1;1;1;1;1;1;1;1;24;1;1;1;24;120;24;48;1;1;1;1;1;1;1;4;4;10;1;2;1;4;1;1;1
01122500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,26,205,0.136,120,7.88,1.0,18.5,24.0,96.0,1;1;120;1;1;1;24;1;1;1;1;1;1;1;2;1;1;24;13;1;1;1;1;1;1;2
01123000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,46,693,0.458,133,15.07,2.5,50.0,81.5,112.3,1;85;3;9;13;19;20;1;27;1;1;1;1;1;1;1;87;133;55;1;1;45;1;1;11;37;2;71;2;4;2;1;4;1;3;2;1;5;1;2;5;5;4;10;2;9
01125100,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,52,1967,1.301,384,37.83,17.5,117.0,178.8,286.08,24;24;2;144;72;168;120;384;1;24;24;192;24;48;24;24;1;2;24;1;1;24;1;192;48;48;1;1;1;36;3;24;4;24;1;21;6;90;1;17;1;1;4;8;1;19;12;15;18;1;12;4
01125500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,13,102,0.067,72,7.85,1.0,8.8,34.8,64.56,1;1;1;1;72;10;3;3;3;4;1;1;1
01127000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,156,372,0.246,48,2.38,1.0,1.5,7.75,25.8,1;1;1;24;24;48;1;1;1;1;4;2;7;7;5;10;22;28;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;24;21
01127500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,52,840,0.555,192,16.15,5.0,39.6,58.8,167.52,1;1;1;1;1;1;192;72;144;48;48;24;2;1;1;9;2;1;1;1;1;1;16;1;5;9;7;20;41;16;14;19;27;16;13;8;10;12;1;1;5;1;4;6;5;1;2;5;1;7;7;6
01129200,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,64,1250,0.826,284,19.53,1.0,47.7,106.7,273.92,14;2;1;1;4;1;1;1;4;1;54;1;1;1;1;17;1;1;8;12;8;2;1;1;2;1;1;1;1;10;49;37;1;48;1;1;284;1;1;1;1;1;1;141;47;3;4;1;3;2;1;1;1;1;1;12;15;20;27;268;2;1;1;116
01130000,2009-07-07T18:00:00,2024-12-31T23:00:00,5656.2,1,135750,83,2117,1.559,198,25.51,5.0,87.0,110.5,179.96,3;66;68;90;69;1;1;16;1;120;38;11;2;2;112;40;2;1;16;2;1;3;1;3;53;198;8;2;2;1;9;97;12;4;7;1;1;1;5;5;1;3;4;2;5;65;1;4;5;30;41;15;79;1;1;11;6;1;18;1;36;9;1;1;89;130;3;1;1;2;90;70;1;17;19;16;176;1;1;46;36;1;1
01133000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,148,851,0.563,91,5.75,1.0,16.3,30.8,87.18,4;1;1;4;1;16;14;72;23;9;23;22;10;42;20;15;1;1;1;1;1;17;84;42;1;1;1;6;38;1;2;90;2;18;91;35;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;6;1;23;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
01134500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,58,381,0.252,59,6.57,1.0,18.3,27.15,51.59,2;3;1;2;1;1;19;1;1;1;1;1;1;24;1;1;1;6;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;6;59;3;18;1;2;1;6;1;1;1;1;1;45;46;1;1;21;17;1;9;11;13;12;17
01135150,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,246,4398,2.908,214,17.88,23.0,23.0,23.0,130.1,4;3;2;1;18;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;23;1;1;1;2;2;2;1;1;1;1;1;1;2;2;3;1;2;1;2;1;1;1;1;1;4;6;1;116;15;9;1;1;1;44;18;1;19;1;2;4;6;1;1;1;1;8;1;1;1;1;5;1;13;3;23;140;1;1;1;7;3;4;22;2;50;17;214;176;3;1;1;1;1;4;1;1;1;1;1;84;87;1;1;1;1;1;1;3;8;2;1;16;1;1;1;2;29;1;3;1;16;1;2;6;30;1;118;1;1;1;1;1;10;3;40;20
01135500,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,88,2401,1.588,927,27.28,1.0,26.6,58.1,772.14,4;2;4;4;3;4;1;23;23;1;1;1;49;1;1;4;2;1;1;2;1;1;1;1;3;6;1;1;3;1;1;1;2;1;2;1;49;1;1;1;1;2;3;6;6;3;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;47;1;236;927;1;3;749;5;63;1;1;1;2;35;1;1;3;1;1;66;1;1;1
01139000,2007-10-01T05:00:00,2024-12-31T23:00:00,6301.8,1,151243,86,649,0.429,115,7.55,1.0,15.0,39.5,98.85,3;1;1;1;1;1;1;1;1;1;1;1;96;2;1;4;4;1;1;1;1;4;1;1;1;1;1;1;1;1;1;4;1;1;6;4;4;4;115;54;1;1;1;1;1;1;2;1;1;1;1;1;3;26;1;2;1;85;1;1;1;13;1;44;7;14;16;1;1;2;21;1;2;2;11;1;21;1;11;1;1;2;2;1;5;2
